 Loan_ID, Nos_Dep, Education, Self_employed, Annual_income, Loan_amount, Loan_Term, Cibil_score, Residential_assets_value, Commercial_assets_value, Luxury_assets_value, Bank_asset_value, Loan_status
1306,4, Not Graduate, Yes,8100000,19400000,6,346,7800000,9300000,29300000,4500000,0
1307,4, Graduate, No,6500000,14500000,4,588,10300000,9500000,22800000,6400000,1
1308,2, Graduate, No,9400000,,4,488,20100000,3500000,28600000,10900000,0
1309,1, Not Graduate, Yes,2600000,6600000,20,765,2100000,200000,5200000,1300000,1
1310,3, Not Graduate, Yes,8000000,25600000,6,337,8800000,500000,,9800000,0
1311,1, Graduate, No,4700000,9300000,8,515,1000000,4700000,14600000,5700000,0
1312,2, Graduate, Yes,7600000,22300000,12,555,2100000,13800000,17700000,7100000,1
1313,1, Graduate,nan,6800000,27200000,2,702,4600000,2400000,27100000,6300000,1
1314,2, Not Graduate, Yes,6600000,17000000,2,457,100000,1800000,23300000,6700000,0
1315,2, Graduate, No,8200000,27200000,10,425,11400000,4900000,29300000,4500000,0
1316,1, Graduate, Yes,4400000,12300000,6,583,2400000,7900000,17200000,6600000,1
1317,0, Graduate, No,6100000,23600000,20,856,3300000,5200000,17700000,6400000,1
1318,0, Graduate, Yes,2600000,8200000,8,722,3500000,4200000,7100000,3200000,1
1319,4, Graduate, Yes,6500000,20200000,12,653,18600000,1400000,23800000,6400000,1
1320,5, Graduate, No,8900000,35500000,16,480,17200000,11300000,25200000,4900000,0
1321,2, Graduate, Yes,5400000,14300000,14,477,10200000,700000,11100000,5500000,0
1322,0, Graduate, No,300000,,2,885,200000,400000,700000,200000,1
1323,3, Graduate, No,8300000,17200000,8,870,4700000,8800000,18300000,10000000,1
1324,2, Not Graduate, No,1500000,4200000,16,771,2500000,800000,5700000,1100000,1
1325,1, Not Graduate, Yes,200000,500000,2,579,500000,100000,500000,100000,1
1326,1, Graduate, Yes,1000000,3700000,14,798,2000000,200000,3800000,1400000,1
1327,1, Graduate, No,2400000,,8,835,2400000,1200000,5500000,1100000,1
1328,5, Not Graduate, Yes,6000000,12100000,20,848,13900000,4800000,,3600000,1
1329,3, Not Graduate, No,8000000,20100000,10,608,9800000,15500000,26100000,5200000,1
1330,0, Not Graduate, Yes,1400000,3700000,4,841,3000000,1000000,4600000,1000000,1
1331,0, Not Graduate, Yes,800000,2600000,2,618,300000,1200000,,500000,1
1332,4, Graduate, Yes,300000,1100000,4,457,700000,100000,1100000,400000,1
1333,0, Graduate, No,4100000,14400000,4,844,2700000,6000000,9900000,4200000,1
1334,2, Not Graduate, No,1500000,3800000,4,776,2800000,0,5300000,1400000,1
1335,1, Not Graduate, No,4600000,13900000,8,520,13300000,6400000,9800000,2200000,0
1336,1, Graduate, Yes,3300000,7500000,12,648,6400000,1700000,8700000,1600000,1
1337,4, Not Graduate, Yes,7900000,31400000,10,654,16500000,15200000,,5000000,1
1338,0, Not Graduate, No,8100000,26500000,20,342,5800000,5600000,23700000,5800000,0
1339,3, Graduate, Yes,6100000,18100000,14,538,11800000,4200000,16200000,7500000,0
1340,3, Not Graduate, No,4500000,16400000,6,533,1800000,5600000,12200000,3900000,0
1341,2, Graduate, Yes,2900000,7300000,8,394,7700000,2600000,7700000,4000000,0
1342,1, Not Graduate, No,7900000,29300000,2,771,17600000,12800000,20400000,4000000,1
1343,5, Graduate,,4100000,10100000,4,792,4400000,6100000,8600000,4900000,1
1344,5, Not Graduate,nan,7700000,15500000,8,407,6500000,9100000,,4600000,0
1345,0, Not Graduate, No,5600000,19300000,18,544,6400000,2800000,19900000,6400000,0
1346,4, Not Graduate, Yes,6400000,18400000,16,320,17700000,3600000,13900000,8300000,0
1347,2, Graduate, Yes,1100000,3700000,2,806,2700000,800000,2900000,500000,1
1348,4, Not Graduate,,1700000,,12,821,3200000,1900000,4900000,1500000,1
1349,5, Not Graduate, Yes,5000000,10600000,,839,12600000,8600000,19800000,3500000,1
1350,1, Not Graduate, No,2800000,,18,596,7900000,400000,7300000,1500000,1
1351,0, Not Graduate, No,6300000,13300000,2,666,8800000,4000000,14200000,4900000,1
1352,0, Graduate, No,4100000,15400000,16,304,3000000,5200000,16200000,3100000,0
1353,4, Graduate, No,3400000,8300000,2,567,5700000,1900000,10200000,2700000,1
1354,3, Not Graduate, No,4500000,16100000,16,671,10500000,3600000,12400000,5800000,1
1355,5, Not Graduate, Yes,7600000,23000000,10,829,3100000,7300000,17600000,7300000,1
1356,5, Graduate, No,500000,1200000,12,454,1400000,500000,1000000,300000,0
1357,0, Graduate, Yes,5900000,15200000,16,399,15200000,3200000,12200000,6500000,0
1358,2, Not Graduate, Yes,8500000,26900000,6,538,21300000,16400000,21500000,4600000,0
1359,0, Graduate, Yes,6400000,16900000,16,759,16200000,7100000,15200000,3100000,1
1360,2, Graduate, No,7100000,21400000,12,699,11400000,13400000,22600000,4800000,1
1361,4, Graduate, Yes,8800000,27100000,2,406,16300000,6200000,26100000,5800000,1
1362,2, Not Graduate, No,4800000,15800000,20,860,1700000,3300000,13400000,5100000,1
1363,5, Graduate, Yes,4400000,16500000,10,806,3500000,4400000,,2800000,1
1364,5, Not Graduate,,6600000,16000000,12,811,13100000,5000000,14700000,5000000,1
1365,2, Graduate, No,3300000,7900000,20,829,4800000,2100000,,2600000,1
1366,3, Not Graduate, No,7400000,23400000,,700,19300000,3000000,20700000,8900000,1
1367,1, Not Graduate,nan,9500000,30500000,12,430,5400000,8000000,30800000,10500000,0
1368,1, Graduate, No,800000,3000000,4,338,900000,1000000,2600000,400000,1
1369,2, Not Graduate, No,7000000,25700000,18,374,3400000,13700000,14900000,4500000,0
1370,3, Graduate,,9700000,36000000,6,631,3500000,5500000,28500000,7500000,1
1371,0, Not Graduate, No,3400000,10800000,6,439,5300000,1400000,11600000,1900000,0
1372,1, Graduate, Yes,4600000,13500000,20,837,5600000,7700000,11900000,2500000,1
1373,4, Graduate, No,3800000,10400000,10,833,7500000,2500000,14100000,4200000,1
1374,4, Not Graduate, Yes,4200000,9600000,20,863,7400000,900000,9100000,3400000,1
1375,2, Graduate, No,2500000,8700000,4,684,0,600000,9700000,2600000,1
1376,0, Not Graduate,nan,6400000,14200000,2,512,1600000,9200000,23100000,3500000,0
1377,3, Not Graduate, No,3400000,8100000,12,385,6100000,4000000,10700000,4000000,0
1378,4, Not Graduate, No,6700000,18800000,2,749,15600000,7900000,19900000,8600000,1
1379,1, Not Graduate, Yes,4600000,10100000,4,618,2200000,100000,12900000,4300000,1
1380,0, Not Graduate, Yes,7000000,20900000,20,380,11800000,10800000,21100000,6200000,0
1381,3, Graduate, Yes,4100000,14700000,6,679,6600000,3700000,10500000,5600000,1
1382,2, Graduate, No,4600000,14800000,6,410,12900000,6800000,16100000,5800000,0
1383,2, Graduate, Yes,3600000,11500000,8,590,1600000,5200000,10900000,3000000,1
1384,5, Graduate, No,5900000,13800000,14,397,12400000,600000,20400000,3000000,0
1385,2, Graduate, No,600000,2100000,16,425,900000,500000,2300000,300000,0
1386,5, Graduate, Yes,6400000,23900000,6,406,14700000,12400000,25400000,4300000,0
1387,5, Not Graduate, No,7600000,27800000,2,753,18400000,12200000,16900000,8000000,1
1388,5, Graduate, Yes,3200000,7600000,4,489,5000000,2900000,10600000,1900000,0
1389,3, Not Graduate, No,7200000,20800000,16,560,2100000,10700000,21100000,3600000,1
1390,3, Graduate, No,5600000,20600000,6,487,6400000,9700000,20200000,4100000,0
1391,4, Graduate, Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000,0
1392,4, Not Graduate,nan,3300000,7000000,20,504,8200000,3200000,7300000,2500000,0
1393,2, Graduate,nan,9200000,25300000,4,827,25900000,15900000,19300000,11000000,1
1394,3, Not Graduate, Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000,1
1395,5, Graduate, No,6600000,21400000,10,447,12700000,11100000,20200000,6400000,0
1396,0, Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000,1
1397,2, Graduate, No,5800000,21700000,8,354,12500000,2300000,12200000,6800000,0
1398,2, Graduate, Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000,1
1399,1, Graduate, Yes,7700000,16900000,6,621,22600000,7900000,,10200000,1
1400,0, Graduate, Yes,7800000,23300000,10,587,12500000,9300000,27500000,9700000,1
1401,3, Not Graduate, No,5700000,15400000,,424,4700000,3000000,16400000,5600000,0
1402,4, Graduate, Yes,9600000,19900000,6,319,3200000,16500000,,6600000,0
1403,1, Not Graduate, Yes,1000000,3900000,16,360,2500000,300000,2100000,600000,0
1404,5, Graduate, Yes,7200000,27100000,12,535,8400000,12800000,28100000,4800000,0
1405,2, Not Graduate, Yes,3800000,11400000,16,666,9000000,2400000,8000000,3800000,1
1406,4, Not Graduate,nan,9300000,24600000,16,419,18100000,0,26700000,5100000,0
1407,4, Graduate, No,4500000,15300000,10,843,13200000,6900000,10800000,2200000,1
1408,1, Not Graduate, Yes,9900000,30900000,20,559,12100000,6100000,38600000,12100000,1
1409,0, Not Graduate, Yes,700000,2000000,18,650,400000,1300000,2800000,500000,1
1410,5, Not Graduate, Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000,1
1411,4, Not Graduate, Yes,2800000,8400000,10,521,1500000,1200000,9100000,3700000,0
1412,5, Not Graduate, Yes,4900000,15900000,8,505,12400000,4900000,14900000,6100000,0
1413,4, Graduate, Yes,5100000,15700000,6,867,11200000,8300000,19200000,3600000,1
1414,2, Graduate, Yes,6700000,25500000,10,673,11100000,8600000,25100000,5000000,1
1415,3, Graduate, Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000,1
1416,3, Not Graduate, No,5400000,15800000,18,760,12700000,2300000,16400000,7200000,1
1417,1, Graduate, No,8600000,26700000,10,735,11800000,9100000,,11200000,1
1418,3, Graduate, No,2500000,9300000,4,810,2700000,3300000,9400000,3700000,1
1419,4, Not Graduate, No,3000000,7200000,2,680,900000,3400000,9600000,1700000,1
1420,1, Not Graduate, Yes,400000,1500000,16,688,400000,300000,1200000,200000,1
1421,5, Not Graduate, No,5200000,13700000,16,531,8800000,4500000,15700000,2900000,0
1422,1, Not Graduate, Yes,2400000,8800000,18,414,3600000,2200000,7100000,2500000,0
1423,4, Graduate, Yes,5800000,,14,528,6300000,100000,21400000,8700000,0
1424,4, Not Graduate, Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000,1
1425,1, Graduate, Yes,7500000,21400000,20,655,13000000,10300000,28100000,8100000,1
1426,2, Not Graduate, No,4100000,16200000,,546,3500000,3100000,15100000,3700000,0
1427,3, Not Graduate, No,8500000,30800000,14,745,11000000,8200000,19400000,7200000,1
1428,0, Graduate,,4300000,16900000,8,884,6500000,5400000,12000000,3700000,1
1429,5, Not Graduate, Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000,1
1430,1, Not Graduate, Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000,1
1431,1, Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,1
1432,3, Not Graduate, No,3300000,9300000,12,324,5300000,2600000,7500000,2000000,0
1433,4, Graduate, Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000,0
1434,3, Graduate, Yes,3300000,10400000,12,816,7100000,6300000,11800000,4900000,1
1435,5, Not Graduate, No,1000000,2300000,16,423,1700000,700000,2900000,1400000,0
1436,5, Graduate, Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000,0
1437,2, Graduate,nan,7000000,19000000,6,523,5300000,9300000,25800000,9500000,0
1438,1, Not Graduate, Yes,5300000,,10,852,400000,10400000,18900000,5000000,1
1439,0, Not Graduate, Yes,1800000,3700000,2,505,3900000,2400000,4500000,1400000,0
1440,2, Graduate, No,4000000,9200000,16,784,3200000,600000,13000000,4900000,1
1441,3, Graduate, No,8000000,18600000,20,565,1600000,8600000,22500000,9400000,1
1442,4, Graduate, Yes,7900000,26900000,14,446,17900000,7300000,16500000,8200000,0
1443,4, Not Graduate, No,2400000,6000000,6,712,6800000,2200000,6000000,1200000,1
1444,4, Not Graduate, No,8600000,22600000,14,729,300000,16200000,20500000,11900000,1
1445,1, Not Graduate, Yes,5300000,14600000,20,508,11200000,2800000,17000000,4600000,0
1446,0, Graduate, No,7400000,24900000,20,648,7100000,7900000,23300000,6200000,1
1447,0, Not Graduate, Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000,0
1448,4, Not Graduate, No,6100000,,4,662,10200000,7000000,23300000,4100000,1
1449,2, Graduate, Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000,1
1450,5, Not Graduate, No,9200000,18900000,10,521,8300000,14500000,23400000,6900000,0
1451,3, Graduate, No,7200000,27900000,12,473,21100000,8800000,27800000,8700000,0
1452,5, Graduate,nan,8000000,23100000,20,461,5900000,2400000,29300000,7200000,0
1453,4, Graduate, Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000,1
1454,0, Not Graduate, Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000,0
1455,3, Not Graduate, Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000,1
1456,4, Not Graduate, No,8600000,17400000,2,787,11700000,10600000,18400000,10600000,1
1457,3, Graduate, No,6300000,13900000,18,748,17700000,8800000,21700000,8600000,1
1458,3, Not Graduate, Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000,0
1459,0, Not Graduate, Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000,1
1460,3, Not Graduate, No,9100000,19700000,20,437,6300000,13700000,23700000,12900000,0
1461,4, Graduate, Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000,1
1462,4, Graduate,,7100000,27200000,16,824,2400000,8000000,22400000,3900000,1
1463,2, Not Graduate, No,200000,800000,6,338,100000,0,400000,100000,0
1464,0, Not Graduate, Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000,1
1465,0, Not Graduate,,4500000,16900000,8,773,6300000,6800000,14000000,6000000,1
1466,3, Graduate, Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000,0
1467,3, Not Graduate, No,7800000,17700000,6,403,12600000,3700000,24700000,10000000,0
1468,3, Graduate, Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,1
1469,3, Graduate, Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,1
1470,4, Graduate, No,7000000,25700000,20,597,19900000,13500000,27500000,10100000,1
1471,4, Not Graduate, Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,1
1472,2, Not Graduate, No,900000,,14,337,1700000,0,2100000,600000,0
1473,, Graduate, No,9800000,26900000,18,792,15900000,14100000,,11900000,1
1474,4, Not Graduate,,600000,1600000,6,784,300000,100000,1900000,500000,1
1475,5, Graduate, Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,0
1476,2, Graduate, Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,0
1477,1, Graduate, No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,1
1478,4, Graduate, No,7900000,29900000,8,314,22000000,4600000,26000000,8100000,0
1479,1, Not Graduate, No,8600000,25900000,2,606,3700000,14900000,32700000,12200000,1
1480,5, Not Graduate, Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000,1
1481,5, Graduate, Yes,300000,700000,10,586,0,400000,1000000,100000,1
1482,1, Graduate, Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000,0
1483,0, Not Graduate, No,2000000,4800000,20,337,1300000,2200000,5500000,1700000,0
1484,4, Graduate, Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000,0
1485,2, Graduate,nan,2300000,5400000,8,364,4500000,500000,7000000,2000000,0
1486,1, Not Graduate, Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000,1
1487,5, Not Graduate, Yes,200000,,10,704,500000,100000,800000,200000,1
1488,1, Not Graduate, Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000,1
1489,0, Not Graduate, Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000,1
1490,5, Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000,1
1491,4, Graduate, Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000,1
1492,5, Graduate, No,3200000,10600000,2,432,6500000,3700000,11200000,3700000,1
1493,4, Graduate, Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000,0
1494,0, Not Graduate, Yes,1200000,3200000,2,678,1500000,1000000,,900000,1
1495,3, Graduate, No,7900000,27000000,6,601,17700000,7800000,27600000,11500000,1
1496,3, Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000,1
1497,2, Not Graduate, No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,1
1498,5, Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000,1
1499,4, Graduate, No,5500000,21700000,14,867,5000000,8700000,15200000,3100000,1
1500,1, Graduate, No,5700000,,,544,10500000,8700000,20900000,7000000,0
1501,5, Graduate, No,6100000,20700000,20,482,9400000,2000000,16900000,5900000,0
1502,1, Graduate,nan,6000000,21200000,12,549,17900000,8200000,16900000,6200000,0
1503,1, Graduate, Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000,1
1504,1, Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000,1
1505,3, Graduate, No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,0
1506,3, Graduate, No,8000000,26200000,16,890,15800000,4300000,25000000,4000000,1
1507,4, Not Graduate, No,8100000,28000000,8,663,8800000,11300000,,5500000,1
1508,4, Graduate, Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000,0
1509,0, Graduate,,9200000,22500000,10,317,14200000,17400000,28500000,10700000,0
1510,2, Graduate,,3900000,14700000,16,360,2600000,200000,8300000,2900000,0
1511,4, Graduate, No,2000000,4300000,8,373,2000000,2700000,7700000,2200000,0
1512,3, Not Graduate, Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000,0
1513,2, Graduate, No,5200000,15400000,8,658,1200000,7500000,12800000,3200000,1
1514,3, Graduate, No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,1
1515,3, Not Graduate, No,9200000,35500000,2,715,11100000,11800000,19800000,11700000,1
1516,2, Not Graduate, Yes,8300000,20600000,10,504,100000,900000,33200000,6700000,0
1517,3, Graduate, Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000,0
1518,4, Not Graduate, No,8900000,34900000,14,694,15400000,2800000,20600000,9100000,1
1519,3, Graduate, Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000,0
1520,1, Not Graduate, Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000,0
1521,5, Not Graduate, No,4100000,12300000,6,582,10900000,6100000,14100000,3500000,1
1522,2, Graduate, No,8100000,20800000,18,778,4100000,15500000,,10600000,1
1523,4, Graduate, No,9900000,28400000,10,763,23700000,12700000,,5800000,1
1524,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,1
1525,1, Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000,1
1526,5, Graduate,nan,7300000,26200000,10,751,1400000,12200000,,10400000,1
1527,0, Graduate, Yes,200000,300000,18,520,100000,300000,600000,100000,0
1528,3, Graduate, Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000,0
1529,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,1
1530,3, Graduate, Yes,9100000,30100000,14,564,26600000,7300000,,8200000,1
1531,0, Not Graduate, Yes,6800000,15300000,,699,19900000,2600000,13900000,8300000,1
1532,0, Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000,1
1533,0, Graduate, Yes,4400000,16800000,,795,8700000,8700000,,3400000,1
1534,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,1
1535,4, Graduate, No,7800000,17300000,4,394,3600000,13100000,24300000,7200000,0
1536,5, Graduate, Yes,2300000,6700000,16,612,6700000,3300000,,2000000,1
1537,1, Graduate, Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,1
1538,3, Not Graduate, No,200000,800000,20,730,0,300000,400000,300000,1
1539,5, Graduate, No,7300000,17200000,2,345,6100000,8400000,23200000,4900000,0
1540,4, Not Graduate, No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,1
1541,1, Not Graduate, No,7300000,23700000,16,852,9400000,6800000,22600000,8500000,1
1542,2, Graduate, Yes,4300000,15200000,12,552,3400000,2100000,,4800000,1
1543,3, Not Graduate, No,2600000,8100000,2,421,4200000,3100000,6200000,2500000,1
1544,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,,2900000,1
1545,2, Graduate, Yes,900000,3500000,6,763,2300000,300000,2000000,600000,1
1546,3, Not Graduate, Yes,4900000,17500000,20,823,12600000,8700000,14300000,4800000,1
1547,1, Graduate, No,4700000,16800000,12,647,10400000,8300000,10600000,3400000,1
1548,4, Not Graduate, No,9700000,26200000,4,518,26200000,0,22500000,14000000,0
1549,0, Graduate, Yes,6900000,26800000,20,515,10800000,2500000,16700000,8300000,0
1550,2, Not Graduate, Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000,0
1551,3, Not Graduate, Yes,600000,1700000,14,521,0,1000000,1700000,600000,0
1552,1, Not Graduate, No,2800000,9100000,12,436,3600000,500000,7800000,3600000,0
1553,1, Not Graduate, No,7800000,21300000,10,326,22800000,10700000,,4500000,0
1554,4, Graduate, Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000,1
1555,3, Not Graduate, Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000,1
1556,0, Not Graduate, No,6000000,22900000,16,302,12200000,6500000,,7100000,0
1557,2, Not Graduate, No,8400000,23200000,16,476,15200000,5400000,18700000,8600000,0
1558,0, Graduate, No,4200000,10300000,10,506,9300000,4500000,12400000,6000000,0
1559,3, Graduate, No,9600000,37800000,10,418,6700000,5500000,34900000,11300000,0
1560,3, Graduate, No,5600000,13400000,6,865,14900000,9700000,12300000,6000000,1
1561,4, Graduate, No,7800000,28600000,2,703,500000,12400000,29500000,10500000,1
1562,3, Graduate, No,2400000,5900000,2,425,1100000,500000,7400000,2500000,0
1563,0, Not Graduate, No,3900000,11300000,12,305,5000000,5900000,,2100000,0
1564,5, Graduate, Yes,9600000,20600000,6,456,17300000,11000000,21700000,11600000,0
1565,4, Not Graduate, No,900000,2600000,2,602,600000,800000,3200000,1000000,1
1566,3, Graduate, Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000,1
1567,4, Not Graduate,nan,6400000,24900000,2,640,10000000,5700000,18700000,6300000,1
1568,2, Graduate, No,4600000,15000000,4,817,7200000,2400000,13000000,6600000,1
1569,4, Graduate, No,7600000,29800000,20,361,13800000,5800000,15300000,5900000,0
1570,5, Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000,1
1571,4, Not Graduate, Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000,0
1572,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000,1
1573,0, Graduate,,3500000,10600000,4,389,8300000,4800000,9100000,2500000,1
1574,5, Graduate, Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000,0
1575,5, Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000,1
1576,3, Not Graduate,nan,7500000,21600000,14,678,8800000,12100000,,11200000,1
1577,2, Not Graduate, Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000,1
1578,4, Graduate,nan,1200000,3100000,16,348,1200000,2200000,3500000,1700000,0
1579,1, Graduate, Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000,0
1580,0, Not Graduate,nan,7900000,26300000,8,666,4600000,9200000,18400000,11800000,1
1581,1, Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000,1
1582,5, Graduate,,1100000,4000000,16,498,400000,100000,2300000,700000,0
1583,0, Not Graduate, Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000,0
1584,2, Not Graduate, No,5000000,12400000,8,709,11300000,6800000,13300000,4200000,1
1585,1, Not Graduate, No,1500000,6000000,6,507,2600000,2700000,4800000,1900000,0
1586,5, Not Graduate, No,3700000,9100000,18,368,3400000,2400000,8400000,3300000,0
1587,3, Graduate, Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000,1
1588,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,1
1589,1, Graduate, No,2000000,5000000,6,876,500000,2900000,5800000,1500000,1
1590,3, Not Graduate,,2000000,4700000,14,673,800000,3400000,5900000,1500000,1
1591,1, Graduate, Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000,1
1592,1, Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000,1
1593,3, Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000,1
1594,2, Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000,1
1595,2, Graduate, Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000,1
1596,5, Graduate,nan,7400000,27100000,4,320,19800000,14600000,25200000,9400000,1
1597,2, Graduate, No,2700000,9300000,16,656,7700000,2500000,,3600000,1
1598,3, Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000,1
1599,3, Not Graduate, Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000,1
1600,2, Not Graduate, No,3100000,10500000,10,751,5500000,5900000,9000000,1600000,1
1601,5, Not Graduate, No,4700000,17400000,2,523,10600000,7000000,10900000,5200000,1
1602,2, Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000,1
1603,0, Not Graduate, Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000,1
1604,2, Graduate,,2700000,6400000,18,547,5000000,1700000,9200000,1700000,0
1605,1, Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000,1
1606,3, Graduate, No,2000000,4200000,6,831,1300000,1700000,6900000,1200000,1
1607,3, Graduate, No,4700000,10800000,8,527,13300000,3100000,13600000,4800000,0
1608,2, Not Graduate,nan,1700000,4200000,14,829,200000,1600000,4600000,1600000,1
1609,1, Not Graduate, No,2600000,8100000,12,854,4500000,5100000,6300000,2500000,1
1610,3, Not Graduate, Yes,2700000,6700000,14,899,2400000,4200000,6000000,2000000,1
1611,4, Graduate, Yes,7200000,26000000,6,571,4700000,0,22600000,4200000,1
1612,2, Not Graduate, Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000,1
1613,2, Not Graduate, No,5500000,19600000,16,328,2400000,4800000,10900000,3700000,0
1614,3, Graduate, Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000,1
1615,3, Not Graduate, No,9000000,19000000,8,693,18300000,4500000,29600000,7200000,1
1616,2, Not Graduate, Yes,3200000,12500000,8,849,400000,5300000,10400000,4400000,1
1617,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000,0
1618,0, Not Graduate,nan,4600000,15100000,2,417,5600000,3900000,11800000,6600000,1
1619,4, Graduate, No,7300000,14900000,2,358,13600000,12300000,20400000,7300000,0
1620,5, Not Graduate, Yes,1300000,3100000,16,826,200000,1700000,,1400000,1
1621,3, Graduate,nan,500000,1700000,10,509,400000,300000,1400000,300000,0
1622,2, Not Graduate,nan,5700000,20500000,20,581,15200000,7800000,11400000,8500000,1
1623,4, Graduate, No,300000,1100000,4,359,100000,0,1000000,200000,1
1624,5, Graduate, Yes,2100000,7100000,10,517,1200000,2900000,5400000,1400000,0
1625,1, Not Graduate, Yes,1100000,2700000,16,346,1900000,300000,2200000,800000,0
1626,5, Graduate, No,9300000,34000000,6,742,4200000,600000,32800000,8200000,1
1627,1, Graduate, Yes,3500000,8100000,10,626,7100000,5500000,,2900000,1
1628,1, Graduate, Yes,7000000,25600000,6,420,15100000,11500000,,8700000,0
